epoch,loss,fbeta_score,val_loss,val_fbeta_score,val_f1,val_precision,val_recall
0.0,1.3184700012207031,,1.1839278936386108,,0.3751015626449403,0.4731075291853852,0.4219292158223456
1.0,1.14602792263031,,1.1716070175170898,,0.44646890086734287,0.5844419216972738,0.4954892435808466
2.0,1.0931990146636963,,1.0287394523620605,,0.564618355882915,0.575702746107419,0.5829285218598196
3.0,1.0009136199951172,,1.0041651725769043,,0.5802513526777876,0.5736740663326422,0.5884802220680083
4.0,0.9563401937484741,,0.9761277437210083,,0.5867342733464652,0.6200794646405333,0.6120749479528106
5.0,0.8889819979667664,,0.9630666375160217,,0.6081325921093005,0.6034923171045297,0.6155447605829285
6.0,0.8270881175994873,,0.9212853908538818,,0.6234781936387509,0.6321188678563044,0.6363636363636364
7.0,0.7837517857551575,,0.9497721791267395,,0.6304621950472908,0.6595267146478402,0.6578764746703678
8.0,0.7195168137550354,,0.8315552473068237,,0.6723377171738409,0.6671566425747677,0.6835530881332408
9.0,0.6744164824485779,,0.8775942921638489,,0.6712238906301786,0.6707722069586716,0.684941013185288
10.0,0.5930526852607727,,0.8242817521095276,,0.6945813361687965,0.6881187510279305,0.7050659264399722
11.0,0.5582973957061768,,0.893852174282074,,0.6857427352596472,0.6848899157340389,0.6960444136016655
12.0,0.4970894157886505,,0.8425522446632385,,0.7143460419740344,0.7047923465039951,0.7244968771686329
13.0,0.45104721188545227,,0.802696704864502,,0.7160626146549742,0.7068625897231878,0.7258848022206801
14.0,0.42965102195739746,,0.885378360748291,,0.7101725570154204,0.7018465373445132,0.7196391394864677
15.0,0.4015701115131378,,0.838379979133606,,0.7137917121279168,0.7043061503491261,0.7238029146426093
16.0,0.4007002115249634,,0.888776421546936,,0.7294338537338374,0.7221785600674008,0.7390700902151284
17.0,0.3529873490333557,,0.9791015982627869,,0.7070789590792361,0.7065702574286589,0.7175572519083969
18.0,0.401744544506073,,0.9907694458961487,,0.7353773807563038,0.7347029926645608,0.7480916030534351
19.0,0.34615984559059143,,1.0576735734939575,,0.7095654260534525,0.7141673927701211,0.7244968771686329
20.0,0.28274375200271606,,0.9167450666427612,,0.7291868263853212,0.7315693661754856,0.7453157529493407
21.0,0.2852954864501953,,0.9008696675300598,,0.7459907831955136,0.7373583863330224,0.7557251908396947
22.0,0.2648654282093048,,0.9051225781440735,,0.744208074558938,0.7346537869487466,0.7550312283136711
23.0,0.24179328978061676,,1.0132194757461548,,0.7240423849654846,0.7269335948348367,0.7390700902151284
24.0,0.23392164707183838,,1.0363993644714355,,0.7443517253636301,0.7499469477721085,0.7598889659958362
25.0,0.22475868463516235,,1.0135499238967896,,0.7475603551313963,0.7405669091535023,0.7557251908396947
26.0,0.21163135766983032,,1.0936294794082642,,0.7537792785895345,0.7438017476758546,0.7640527411519777
27.0,0.23656383156776428,,1.0309897661209106,,0.7345104418622924,0.7320639756720884,0.7439278278972935
28.0,0.18227022886276245,,1.1759060621261597,,0.7414738853274583,0.7371713207979741,0.7494795281054824
29.0,0.17400258779525757,,1.289589524269104,,0.7367158500729907,0.7290900771819233,0.7453157529493407
